,enc,type,count
3165,1397,List[ArgoWorkflowStep],2
3166,1398,List[Argument],2
3167,1471,List[FavStar],2
3168,1399,List[Attendable],2
3169,1400,List[AudioBitRates],2
3170,2272,"Optional[Union[Type[Warning], bool]]",2
3171,1401,List[AudioChannels],2
3172,897,DocumentNode,2
3173,1402,List[AudioCodecs],2
3174,739,Deque[T],2
3175,1403,List[AudioFormats],2
3176,738,DepositQueue,2
3177,1463,List[Enum],2
3178,1462,List[Entity],2
3179,1404,List[AudioSampleRates],2
3180,1461,List[EntityInfo],2
3181,898,Dos,2
3182,1405,List[AuthProvider],2
3183,1406,List[BaseAttention],2
3184,1407,List[BaseClass],2
3185,899,DriveRequester,2
3186,1472,List[FilePath],2
3187,2750,Seq2VecEncoder,2
3188,1473,List[Foo],2
3189,742,DeviceDataUpdateCoordinator,2
3190,2267,"Optional[Union[List[Optional[Tuple]], _NoValueType]]",2
3191,1488,List[JoinUnit],2
3192,1487,List[JSON_TYPE],2
3193,2742,SendWithdrawConfirmation,2
3194,2743,SendWithdrawExpired,2
3195,895,Docker,2
3196,1388,List['_FileDescriptorLike'],2
3197,2293,"Optional[Union[str, List, Tuple]]",2
3198,2744,SendWithdrawRequest,2
3199,1389,List['asyncio.Future[None]'],2
3200,2291,"Optional[Union[str, IOBase, bytes]]",2
3201,1482,List[Image],2
3202,926,Endpoint,2
3203,2268,"Optional[Union[List[str], List[int]]]",2
3204,2748,Seq2SeqEnc2Dec,2
3205,1392,List[A],2
3206,740,DevOpsClient,2
3207,2270,"Optional[Union[Scalar, Tuple[Scalar, ...]]]",2
3208,1393,List[AbstractResource],2
3209,923,Embedding,2
3210,1408,List[BaseColumn],2
3211,2273,"Optional[Union[bool, WindowSize]]",2
3212,2740,SendSecretReveal,2
3213,1457,List[DistributionOutput],2
3214,1412,List[BigQueryColumn],2
3215,2764,Sequence[Hashable],2
3216,2765,Sequence[Index],2
3217,730,DeepFactorTrainingNetwork,2
3218,2766,Sequence[Iterable[Any]],2
3219,1433,List[CustomProfileField],2
3220,2767,Sequence[Iterable[Optional[Any]]],2
3221,2278,"Optional[Union[float, TimedeltaConvertibleTypes]]",2
3222,1432,List[Contact],2
3223,1431,List[ConstrainedHypothesis],2
3224,2769,Sequence[Iterator[Optional[Any]]],2
3225,2770,Sequence[JoinUnit],2
3226,1429,List[ConfigEntry],2
3227,1428,List[Composition],2
3228,729,Decorator,2
3229,1423,List[ClientDescriptor],2
3230,1416,"List[Callable[[LogEntry], bool]]",2
3231,911,E,2
3232,2284,"Optional[Union[int, List[int]]]",2
3233,2285,"Optional[Union[int, Sequence[int]]]",2
3234,909,Dummy,2
3235,2763,Sequence[GraphExecutor],2
3236,904,DruidColumn,2
3237,1437,List[Database],2
3238,734,DefaultType,2
3239,1452,"List[Dict[str, object]]",2
3240,1451,"List[Dict[str, int]]",2
3241,1450,"List[Dict[str, Union[int, str]]]",2
3242,901,DriveSnapshot,2
3243,1448,"List[Dict[str, Optional[str]]]",2
3244,1410,List[BaseRunner],2
3245,1445,List[DictDataLoader],2
3246,2757,Sequence[BlockNumber],2
3247,916,Edge,2
3248,2276,"Optional[Union[dict, list]]",2
3249,1438,List[DatasourceName],2
3250,1443,List[DeviceEntry],2
3251,903,DruidCluster,2
3252,2277,"Optional[Union[dt_util.dt.time, str]]",2
3253,2759,Sequence[DefaultStreamGroup],2
3254,2760,Sequence[DictDataLoader],2
3255,1439,List[DecodedEvent],2
3256,915,EarlyDataScanResult,2
3257,731,"DefaultDict[str, int]",2
3258,1411,List[BatchCallback],2
3259,1491,List[LeafType],2
3260,2266,"Optional[Union[Index, List]]",2
3261,2233,Optional[TlsVersionEnum],2
3262,1539,List[Point2],2
3263,779,"Dict[Tuple[int, int], int]",2
3264,1573,List[Service],2
3265,1571,List[Sequence[str]],2
3266,1570,List[Sequence[EvalType]],2
3267,1569,List[SemanticTypeNode],2
3268,1568,List[Self],2
3269,1567,List[Segment],2
3270,754,"Dict[A, float]",2
3271,1566,List[Secret],2
3272,1565,List[SearchStrategy[Ex]],2
3273,1561,List[SQLValidationAnnotation],2
3274,1560,List[RxWindow],2
3275,1556,List[RuleViolation],2
3276,1554,List[RowData],2
3277,1552,"List[ResultWithFamily[Tuple[str, Optional[str]]]]",2
3278,2242,"Optional[Tuple[File, Process, File]]",2
3279,2243,"Optional[Tuple[Node, ...]]",2
3280,949,EventEmitter,2
3281,1548,List[RawDefinition],2
3282,1365,List['ApiKey'],2
3283,2246,"Optional[Tuple[models.Model, str]]",2
3284,2715,SecretKey,2
3285,2240,"Optional[Tuple[Any, ...]]",2
3286,2303,Optional[UnparsedColumn],2
3287,2305,Optional[UserMessage],2
3288,2234,Optional[TokenAddress],2
3289,1603,List[TestBlock],2
3290,1599,List[TemporalStateful],2
3291,1597,List[TaskID],2
3292,1596,List[Target],2
3293,760,"Dict[Hashable, Any]",2
3294,1595,List[TargetVersion],2
3295,1594,List[Table],2
3296,1591,List[SupersetError],2
3297,2710,SearchStrategy[T],2
3298,1577,List[SharkIqVacuum],2
3299,959,ExcelToDatabaseForm,2
3300,958,ExampleDatabase,2
3301,1585,List[StateChangeID],2
3302,756,"Dict[Any, Callable[[Any], Any]]",2
3303,1584,List[StateChangeEncodedRecord],2
3304,1583,List[Startable],2
3305,1580,List[SmartDevice],2
3306,953,EventPaymentSentSuccess,2
3307,1578,List[SimpleNamespace],2
3308,2299,"Optional[Union[str, np.ndarray, FrameOrSeries]]",2
3309,752,DictType,2
3310,1493,List[List[AbilityId]],2
3311,2298,"Optional[Union[str, int]]",2
3312,1516,List[MsgTuple],2
3313,2297,"Optional[Union[str, Tuple[str, str]]]",2
3314,2257,Optional[Type],2
3315,889,Dispatcher,2
3316,1513,List[ModelField],2
3317,1379,List['Note'],2
3318,1511,List[MessagesQueue],2
3319,1380,List['Order'],2
3320,1508,List[MatrixTransport],2
3321,1507,List[MODEL],2
3322,2734,SendLockExpired,2
3323,2259,Optional[U],2
3324,891,Distance,2
3325,2261,"Optional[Union['MultipartReader', BodyPartReader]]",2
3326,2736,SendMessageEvent,2
3327,1500,List[List[Token]],2
3328,746,DeviceType,2
3329,1384,List['State'],2
3330,1497,List[List[PeriodicNeighbor]],2
3331,1385,List['Step'],2
3332,1494,List[List[Address]],2
3333,1377,List['MemoryNode'],2
3334,1518,List[NettingChannelStateProperties],2
3335,1376,List['JsonSerializerFunction'],2
3336,1528,List[OutputSpec],2
3337,1537,List[PermissionView],2
3338,1369,List['DFAState'],2
3339,886,"Dict[tf.Tensor, np.ndarray]",2
3340,2725,SelectionUnion,2
3341,887,DiscoveryFunctionType,2
3342,1532,List[Page],2
3343,1531,List[Packet],2
3344,2248,"Optional[Tuple[str, Optional[str]]]",2
3345,2251,"Optional[Tuple[utils.TimeRangeEndpoint, utils.TimeRangeEndpoint]]",2
3346,1371,List['ElementHandle'],2
3347,1374,List['GibbsComputedStructureEntry'],2
3348,750,DictDataset,2
3349,2253,Optional[TypeRewriter],2
3350,1372,List['Entity'],2
3351,2256,Optional[Type[PydanticModel]],2
3352,2726,SelectorFile,2
3353,1523,List[Optional[Tuple]],2
3354,2727,SelectorRenderer,2
3355,2728,SelectorTarget,2
3356,1522,"List[Optional[Tuple[int, int]]]",2
3357,1280,Iterable[_TopicPartition],2
3358,859,"Dict[str, Union[bool, str]]",2
3359,2334,Optional[click.Parameter],2
3360,1972,Optional[CanonicalIdentifier],2
3361,1123,HTTPServer,2
3362,1970,"Optional[Callable[[str], None]]",2
3363,1048,FsFaker,2
3364,1969,"Optional[Callable[[str], Any]]",2
3365,1046,FrozenSet[int],2
3366,1129,HandlerArg,2
3367,1130,HarmonyAPI,2
3368,1968,"Optional[Callable[[], float]]",2
3369,2545,QueueConsumerFactory,2
3370,2102,Optional[List[RunningNode]],2
3371,1131,HarmonyCallback,2
3372,1966,"Optional[Callable[[Union[None, str, bytes]], None]]",2
3373,1045,FrozenSet[bytes],2
3374,1132,HasCredentials,2
3375,2548,QueueIdsToQueues,2
3376,2103,Optional[List[Slice]],2
3377,2423,ParsedMacroPatch,2
3378,2104,Optional[List[Stream]],2
3379,1961,"Optional[Callable[..., torch.Tensor]]",2
3380,1141,HeartbleedScanResult,2
3381,2105,Optional[List[TableName]],2
3382,2538,QueryParams,2
3383,1973,Optional[CastDevice],2
3384,1960,"Optional[Callable[..., None]]",2
3385,1119,HTTPHeaderDict,2
3386,813,"Dict[str, Dict[Tuple[str, str], str]]",2
3387,2095,Optional[List[Bijection]],2
3388,2434,PasswordResetTokenGenerator,2
3389,2433,PartitionsRevokedCallback,2
3390,812,"Dict[str, Dict[Tuple[int, int, int], float]]",2
3391,1985,Optional[Config],2
3392,2529,PyTablesScope,2
3393,1054,GCResultState,2
3394,2432,PartitionsAssignedCallback,2
3395,2098,Optional[List[Field]],2
3396,1981,Optional[CompileResultNode],2
3397,809,"Dict[str, ColumnElement]",2
3398,2099,Optional[List[List[str]]],2
3399,1980,Optional[Column],2
3400,2532,QueryContext,2
3401,2100,Optional[List[LogMessage]],2
3402,841,"Dict[str, LooseVersion]",2
3403,2428,ParsedSeedNode,2
3404,1975,Optional[CheckpointDecoder],2
3405,842,"Dict[str, MagOrderingTransformation]",2
3406,2101,Optional[List[Optional[Tuple]]],2
3407,807,"Dict[str, Callable[[], Any]]",2
3408,2108,Optional[List[Token]],2
3409,2126,"Optional[Mapping[str, 'RuntimeConfig']]",2
3410,1036,FrameManager,2
3411,1940,Optional[AddressHex],2
3412,2564,RaidenTestSetup,2
3413,1939,Optional[AbstractStreamWriter],2
3414,1158,HttpResponseRedirect,2
3415,1937,Optional['settings'],2
3416,800,"Dict[str, 'Integration']",2
3417,1936,Optional['permissions_doc'],2
3418,2409,Param,2
3419,2408,ParallelDataSet,2
3420,1935,Optional['datetime'],2
3421,2571,RawHeaders,2
3422,2572,RawNode,2
3423,2123,Optional[Logger],2
3424,1933,Optional['TimedeltaConvertibleTypes'],2
3425,1165,IOLoop,2
3426,1931,Optional['Stream'],2
3427,1930,Optional['Step'],2
3428,1169,IO[Text],2
3429,1030,ForkingSeq2SeqNetworkBase,2
3430,1171,IPAddress,2
3431,1029,ForkStartBlocks,2
3432,2120,Optional[List[spark.Column]],2
3433,2117,Optional[List[bytes]],2
3434,1144,HexaryTrie,2
3435,1945,Optional[AuthProvider],2
3436,1044,FrozenSet[Address],2
3437,1145,HierarchicalLoopState,2
3438,1957,Optional[BlockNumber],2
3439,1956,Optional[BlockIdentifier],2
3440,1043,FrozenNodeIterator,2
3441,2110,"Optional[List[Tuple[str, bool]]]",2
3442,1042,FreshnessResult,2
3443,806,"Dict[str, Callable[[Any], None]]",2
3444,2112,Optional[List[Type[RemoteMethod]]],2
3445,1041,FreqtradeBot,2
3446,805,"Dict[str, AsyncGenerator]",2
3447,1949,Optional[BaseAction],2
3448,2113,"Optional[List[Union[Tuple[int], List[int]]]]",2
3449,2114,Optional[List[UnitTypeId]],2
3450,2415,ParamsT,2
3451,801,"Dict[str, '_NamedBlock']",2
3452,2555,RTCDataChannel,2
3453,2116,Optional[List[bool]],2
3454,1947,Optional[Axes],2
3455,2559,RaidenBundle,2
3456,1150,HookBlock,2
3457,2094,Optional[List[BeamHistory]],2
3458,2526,PushDeviceToken,2
3459,1989,Optional[CopartitionedAssignment],2
3460,2479,Pool,2
3461,2047,Optional[FilterValues],2
3462,2046,Optional[FilterValue],2
3463,1076,GenesisState,2
3464,2483,PortRange,2
3465,2045,Optional[FileType],2
3466,2042,Optional[Field],2
3467,1077,GetManifestResult,2
3468,2485,Poscar,2
3469,2040,Optional[FeatureEmbedder],2
3470,1078,GitCommit,2
3471,2487,PositiveFloat,2
3472,1079,GitHub,2
3473,1080,GitLog,2
3474,2036,Optional[EventT],2
3475,836,"Dict[str, List[List[int]]]",2
3476,2034,Optional[EscapeChars],2
3477,2490,Post,2
3478,2080,Optional[Iterable[Hash32]],2
3479,829,"Dict[str, Iterable[Any]]",2
3480,828,"Dict[str, Item]",2
3481,2032,Optional[Entry],2
3482,2480,PoolResult[R],2
3483,2455,Permission,2
3484,1104,GraphQueue,2
3485,2050,Optional[FrameOrSeriesUnion],2
3486,835,"Dict[str, List[HTTPFile]]",2
3487,2071,Optional[HttpUrl],2
3488,1066,"Generator[Any, None, _RetType]",2
3489,2068,Optional[HomeAssistant],2
3490,2063,Optional[HTTPHeaders],2
3491,2075,Optional[Image],2
3492,1070,"Generator[bytes, None, None]",2
3493,2062,Optional[HTTPBasicCredentials],2
3494,2060,Optional[HTTP1ConnectionParameters],2
3495,1071,"Generator[dict, None, None]",2
3496,2470,Point3,2
3497,1072,"Generator[float, None, None]",2
3498,1073,GenericModelPart,2
3499,2472,PolicyType,2
3500,2076,Optional[ImportedBlueprint],2
3501,2473,PollResult,2
3502,2055,Optional[FullNameInfo],2
3503,2079,Optional[InitiatorPaymentState],2
3504,2053,Optional[Frame],2
3505,2458,PermissionView,2
3506,1065,"Generator[Any, None, List[MODEL]]",2
3507,2491,Postprocess,2
3508,2081,Optional[Iterable[Room]],2
3509,2030,Optional[ElementHandle],2
3510,2493,PredicateProtocol,2
3511,2008,"Optional[Dict[MeasureType, Any]]",2
3512,2439,PathType,2
3513,2005,Optional[DialogueObject],2
3514,2512,ProgettiHWSWAPI,2
3515,1100,GraphQLScalarLiteralParser,2
3516,2003,Optional[Deserializer],2
3517,1101,GraphQLScalarSerializer,2
3518,2515,PromoteHeadersBehavior,2
3519,2001,Optional[DbData],2
3520,2517,ProphetDataEntry,2
3521,2438,PathSpec,2
3522,1997,Optional[DataManager],2
3523,2520,Provider,2
3524,1993,Optional[DType],2
3525,817,"Dict[str, Dict[str, Iterable[str]]]",2
3526,1102,GraphQLScalarValueParser,2
3527,1992,Optional[CustomerPlan],2
3528,1991,Optional[Criterion],2
3529,814,"Dict[str, Dict[Union[float, int], str]]",2
3530,1990,Optional[CredentialsT],2
3531,2524,PurePath,2
3532,818,"Dict[str, Dict[str, Service]]",2
3533,2509,ProfileConfig,2
3534,2009,"Optional[Dict[PrivateKey, int]]",2
3535,1090,GraphQLApp,2
3536,2029,Optional[EdgeContextFactory],2
3537,2028,Optional[DynaliteBaseDevice],2
3538,825,"Dict[str, FlatNamespace]",2
3539,2449,PeerCapabilities,2
3540,823,"Dict[str, DruidColumn]",2
3541,2082,Optional[Iterable[int]],2
3542,1061,GasMeter,2
3543,2446,PaymentChannel,2
3544,2016,"Optional[Dict[str, Validator]]",2
3545,1092,GraphQLEnumValue,2
3546,2440,PathValidationResult,2
3547,2085,Optional[Kpoints],2
3548,1095,GraphQLInputObjectType,2
3549,2502,Process,2
3550,2503,ProcessPoolExecutor,2
3551,2504,Processed,2
3552,1055,GEvent,2
3553,2011,"Optional[Dict[int, int]]",2
3554,2010,"Optional[Dict[int, List[str]]]",2
3555,2507,Product,2
3556,2578,RealmAuditLog,2
3557,1925,Optional['PyDruid'],2
3558,1716,LoaderResult,2
3559,1252,Iterable[ParsedMacro],2
3560,2637,RequestValidationError,2
3561,2364,Optional[np.array],2
3562,1782,MediationPairState,2
3563,856,"Dict[str, Union['AllennlpDataset', 'AllennlpLazyDataset']]",2
3564,1254,Iterable[PinholeCamera],2
3565,1255,Iterable[Port],2
3566,1256,Iterable[Record],2
3567,2172,Optional[Real],2
3568,1000,FileContent,2
3569,2638,RequestsContextFactory,2
3570,2174,Optional[RelativeHandler],2
3571,2361,Optional[mx.gluon.Parameter],2
3572,1773,Match,2
3573,2175,Optional[Renamer],2
3574,1767,"Mapping[str, any]",2
3575,997,FieldNode,2
3576,1765,"Mapping[str, Project]",2
3577,2360,Optional[mx.context.Context],2
3578,2177,Optional[ResponseHandler],2
3579,1761,"Mapping[str, Iterable[Instance]]",2
3580,2179,Optional[Result],2
3581,1787,MemberSubscriptionMapping,2
3582,1791,MessageHandler,2
3583,1267,Iterable[TrackTemplate],2
3584,1251,Iterable[Params],2
3585,2626,ReportRecipients,2
3586,1240,"Iterable[Dict[str, str]]",2
3587,1005,FileQueries,2
3588,1832,MonitoringService,2
3589,1241,Iterable[Dtype],2
3590,2629,RepresentableBlockPredictor,2
3591,1829,ModuleWrapper,2
3592,1827,Module,2
3593,2167,Optional[PublicKeyPinsHeader],2
3594,1244,Iterable[Forecast],2
3595,2168,Optional[QuantileOutput],2
3596,1818,ModelConfig,2
3597,2367,Optional[opentracing.Span],2
3598,1245,Iterable[FunctionStub],2
3599,1807,MixtureDistributionOutput,2
3600,1800,MethodName,2
3601,1249,Iterable[NamedParameter],2
3602,1250,Iterable[Node],2
3603,1798,MetaWitnessAPI,2
3604,1795,MessageTypeId,2
3605,1794,MessageT,2
3606,1266,Iterable[Token],2
3607,2180,Optional[RnnState],2
3608,1173,IPv4Address,2
3609,985,FakeContainer,2
3610,2344,Optional[dt.tzinfo],2
3611,2343,Optional[dt.datetime],2
3612,2194,Optional[Serializer],2
3613,984,FUNC,2
3614,1727,LogReceipt,2
3615,1275,"Iterable[Union[float, str]]",2
3616,983,FQNPath,2
3617,2338,Optional[datetime.date],2
3618,860,"Dict[str, Union[int, str]]",2
3619,2196,Optional[ServiceRegistry],2
3620,2337,Optional[crypto.SupportedHashes],2
3621,1722,LockedTransferSignedStateProperties,2
3622,2656,RewardFunction,2
3623,2336,Optional[core.HomeAssistant],2
3624,2657,Ring,2
3625,980,ExtractedMetadata,2
3626,1717,LockExpired,2
3627,1276,Iterable[UniqueId],2
3628,862,"Dict[str, Union[torch.Tensor, List[torch.Tensor]]]",2
3629,1277,Iterable[UserProfile],2
3630,979,ExtraContext,2
3631,2345,Optional[dt],2
3632,2347,Optional[error_type],2
3633,2181,Optional[Room],2
3634,2649,RestApiConfig,2
3635,1269,"Iterable[Tuple[Hashable, Any]]",2
3636,782,"Dict[bytes, Process]",2
3637,1759,"Mapping[int, List[str]]",2
3638,2356,Optional[models.Group],2
3639,1758,"Mapping[base.OutputKey, np.ndarray]",2
3640,857,"Dict[str, Union[Blueprint, BlueprintException]]",2
3641,2182,Optional[RunningNode],2
3642,1754,"Mapping[Any, Any]",2
3643,1750,MapFunction,2
3644,1749,Map,2
3645,2644,ResourceOptions,2
3646,2645,ResourceTypeSelector,2
3647,1748,ManyToManyFieldInstance,2
3648,1747,ManifestReloader,2
3649,1273,"Iterable[Tuple[str, Validator[object]]]",2
3650,858,"Dict[str, Union[None, bool, str]]",2
3651,2072,Optional[IDManager],2
3652,1741,MacroNamespace,2
3653,2188,Optional[SelectorTarget],2
3654,1740,MacroGenerator,2
3655,987,FallbackScsvScanResult,2
3656,2165,Optional[ProfileFieldData],2
3657,1835,MultiFactorAuthModule,2
3658,2163,Optional[PreregistrationUser],2
3659,1024,FlowRunnerInitializeResult,2
3660,1908,OptionManager,2
3661,2600,RecurrentCell,2
3662,1023,FlowControlEvent,2
3663,850,"Dict[str, Template]",2
3664,1906,OptimizerConfig,2
3665,794,"Dict[int, Tuple[int, int]]",2
3666,793,"Dict[int, Stream]",2
3667,1904,OpenSslCcsInjectionScanResult,2
3668,1902,OpenFlightsData,2
3669,791,"Dict[int, Record]",2
3670,2602,RefundTransfer,2
3671,851,"Dict[str, Tensor]",2
3672,1899,OneToN,2
3673,1898,OnEnterCallback,2
3674,1897,OnDefaultCallable,2
3675,1021,FloatIndex,2
3676,2387,Optional[unittest.TestResult],2
3677,1205,Input,2
3678,1895,ObservableCollection,2
3679,1894,ObjectiveWeight,2
3680,1207,InstalledPackage,2
3681,2392,OptionsFlowHandler,2
3682,2597,Records,2
3683,854,"Dict[str, Type['SchemaDirectiveVisitor']]",2
3684,1026,Foobar,2
3685,1924,Optional['PlayerNode'],2
3686,1174,IPv6Address,2
3687,1921,Optional['ModelConfigData'],2
3688,2130,Optional[Markup],2
3689,2586,ReceiveTransferCancelRoute,2
3690,2401,PCAP,2
3691,2135,Optional[MimeType],2
3692,2399,OutputSeries,2
3693,1185,ImportError,2
3694,1918,Optional['ElementHandle'],2
3695,2138,Optional[MockPlugin1ExtraArguments],2
3696,2397,OutputFrameOrSeries,2
3697,2286,"Optional[Union[int, Tuple[int, int]]]",2
3698,2396,OutputCallable,2
3699,2395,OutdatedStepAction,2
3700,1196,InferenceRuntime,2
3701,848,"Dict[str, Sequence]",2
3702,1912,Optional['ApiKey'],2
3703,1198,InitialTensor,2
3704,795,"Dict[int, WLEDSegmentLight]",2
3705,2594,Record,2
3706,2605,RelationalField,2
3707,1892,Obj,2
3708,2385,Optional[typing.Grammar],2
3709,1891,OZWValue,2
3710,1859,NetatmoDataHandler,2
3711,1221,Invoice,2
3712,1858,NestedTensor,2
3713,1222,InvoiceEvent,2
3714,1223,IsInstanceArgT,2
3715,2151,Optional[Parameters],2
3716,1225,ItemsView,2
3717,2617,RemoteRunOperationResult,2
3718,2152,Optional[Params],2
3719,1849,NDFrame,2
3720,2157,Optional[Pattern[str]],2
3721,1010,FinTsClient,2
3722,2620,RenderComponents,2
3723,1230,Iterable['l2_block_model.L2BlockModel'],2
3724,1009,Filters,2
3725,2371,Optional[subprocess.Popen],2
3726,1845,MutableSet[_Topic],2
3727,1232,Iterable[AbstractRouteDef],2
3728,1007,FilterParams,2
3729,1839,MutableMapping,2
3730,1006,FilesDict,2
3731,1013,FixtureAccountState,2
3732,2614,RemoteMethod,2
3733,787,"Dict[int, Dict[str, Dict[str, Any]]]",2
3734,2608,RelativeHandler,2
3735,1020,FloDeviceDataUpdateCoordinator,2
3736,2144,Optional[NL],2
3737,2145,Optional[NameType],2
3738,1886,ONVIFCamera,2
3739,1885,OAuth2Session,2
3740,2383,Optional[typechecking.AcceptedIOType],2
3741,1881,"NotifyingQueue[Tuple[UUID, JSONResponse, datetime]]",2
3742,1880,NotifyAppli,2
3743,1213,IntTuple,2
3744,1878,Normalizer,2
3745,2612,RemoteDepsResult,2
3746,1015,FlameGraph,2
3747,1217,IntermediateSnapshotNode,2
3748,1872,NodeNG,2
3749,1870,NodeIterator['Profile'],2
3750,2609,Relay,2
3751,2610,RemoteCatalogResults,2
3752,1220,IntervalArrayT,2
3753,1867,NewNettingChannelDetails,2
3754,1866,NetworkType,2
3755,1916,Optional['Config'],2
3756,2150,Optional[PackageName],2
3757,2975,TokenNetworkRegistry,2
3758,413,BaseRenderer,2
3759,3206,Type[_BasicCallback],2
3760,3205,Type[Worker],2
3761,112,"""""""MultiDict[str]""""""",2
3762,404,BaseMetric,2
3763,3683,grpc.ServicerContext,2
3764,3202,Type[Transformer],2
3765,408,BaseParameters,2
3766,3200,Type[SparseArrayT],2
3767,3193,Type[ReceiptAPI],2
3768,3686,herepy.RoutingApi,2
3769,3196,Type[SC],2
3770,415,BaseSignal,2
3771,417,BaseSslClient,2
3772,418,BaseStatsLogger,2
3773,420,BaseTestServer,2
3774,3696,httputil.HTTPServerConnectionDelegate,2
3775,3207,Type[_Case],2
3776,3681,gluon.HybridBlock,2
3777,3209,Type[_T],2
3778,396,BaseColumn,2
3779,3226,"Union['HTMLSession', 'AsyncHTMLSession']",2
3780,383,AylaApi,2
3781,3666,etree.ElementTree,2
3782,3223,"Union['DataFrame', 'IndexOpsMixin', 'InternalFrame']",2
3783,3668,fbase.ExperimentFunction,2
3784,384,Backend,2
3785,385,BackgroundFunc,2
3786,3669,fbn.Attack,2
3787,3672,fbn.types.Bounds,2
3788,3674,fbn.types.Preprocessing,2
3789,3676,flask.config.Config,2
3790,3213,ULID,2
3791,393,BaseAuth,2
3792,3211,Type[int],2
3793,395,BaseCache,2
3794,3194,Type[RelationProtocol],2
3795,421,BaseTimerContext,2
3796,380,Awaitable[bool],2
3797,3164,Type[AdapterProtocol],2
3798,3174,Type[ConcreteQueueWorker],2
3799,3725,loader.Integration,2
3800,3172,Type[BasicView],2
3801,442,BlockBatchSizeConfig,2
3802,3171,Type[BaseProvider],2
3803,449,BlockImportResult,2
3804,3166,Type[Attack],2
3805,3745,models.SqlaTable,2
3806,423,BaseVisitor,2
3807,3163,Type[AdapterConfig],2
3808,3162,Type[AbstractView],2
3809,3747,models.UserId,2
3810,3161,Type['UploadFile'],2
3811,455,BlockType,2
3812,3160,Type['Series'],2
3813,3159,Type['ScanCommandImplementation'],2
3814,436,Binary,2
3815,3177,Type[DataSource],2
3816,3718,ks.Series[np.int64],2
3817,3183,Type[ExternalAuthMethod],2
3818,3192,Type[Process],2
3819,3701,imports.ImportedObjectInfo,2
3820,426,BaseplateRequest,2
3821,3191,Type[Model],2
3822,3711,io.BufferedIOBase,2
3823,3189,Type[M],2
3824,3187,Type[JSONEncoder],2
3825,3186,Type[IntEnum],2
3826,105,"""""""MockUser""""""",2
3827,429,BatchStacker,2
3828,430,BatchingScheme,2
3829,103,"""""""MessageBuffer""""""",2
3830,431,BeamSearch,2
3831,3184,Type[FirmataBoardPin],2
3832,432,BeamSearchDecoder,2
3833,3664,ep.TensorFlowTensor,2
3834,378,Awaitable[_ReleasingContextManager],2
3835,3158,Type['Resolver'],2
3836,3260,"Union[CompiledNode, ParsedNode, ParsedSourceDefinition]",2
3837,349,ArrowStringArray,2
3838,350,ArtificialDataset,2
3839,352,AsyncHTTPClient,2
3840,3612,complex,2
3841,3262,"Union[ComputedEntry, list]",2
3842,3613,concurrent.futures.Executor,2
3843,3615,config.ConfigNamespace,2
3844,3618,config.Settings,2
3845,3253,"Union[CIMultiDict, Dict[str, str]]",2
3846,3257,"Union[Callable[[ViewFuncT], ViewFuncT], ViewFuncT]",2
3847,130,"""""""OutputFrameOrSeries""""""",2
3848,129,"""""""OrderedDict[str, Any]""""""",2
3849,3624,confluent_kafka.Message,2
3850,3256,"Union[Callable[..., T], Callable[[T], None]]",2
3851,355,AsyncIterator['BodyPartReader'],2
3852,3626,core.Context,2
3853,348,Arrow,2
3854,346,ArrayConvertible,2
3855,133,"""""""Page""""""",2
3856,342,ArgoWorkflow,2
3857,330,Api,2
3858,140,"""""""PartialMultiAgentEnv""""""",2
3859,3277,"Union[FuncBase, SymbolNode]",2
3860,334,AppleDevice,2
3861,3276,"Union[Element, str]",2
3862,137,"""""""ParseResult""""""",2
3863,3275,"Union[Dict[str, float], pd.DataFrame]",2
3864,136,"""""""Params""""""",2
3865,336,Archive,2
3866,337,ArchiveKind,2
3867,3274,"Union[Dict[str, Any], ssl.SSLContext]",2
3868,338,Archive[MultiValue],2
3869,339,Area,2
3870,3273,"Union[Dict[Any, Any], str]",2
3871,3272,"Union[DictLike, Iterable[DictLike]]",2
3872,357,AsyncIterator[bytes],2
3873,358,AsyncMock,2
3874,3227,"Union['MultipartReader', BodyPartReader]",2
3875,3656,dt.time,2
3876,3650,device_registry.DeviceRegistry,2
3877,372,AuthTypes,2
3878,121,"""""""Optimizer""""""",2
3879,120,"""""""Opcode""""""",2
3880,3239,"Union['ks.Series', 'ks.DataFrame']",2
3881,3237,"Union['Unit', 'Pointlike']",2
3882,3654,dt.date,2
3883,3657,dt.timedelta,2
3884,3252,"Union[Bunch, Tuple[np.ndarray, np.ndarray]]",2
3885,118,"""""""ObjectSet""""""",2
3886,3235,"Union['Series', DataFrame]",2
3887,3232,"Union['Series', 'DataFrame', Scalar]",2
3888,3660,ep.JAXTensor,2
3889,3230,"Union['RequestStartLine', 'ResponseStartLine']",2
3890,3661,ep.NumPyTensor,2
3891,3662,ep.PyTorchTensor,2
3892,371,AuthStore,2
3893,370,AuthProvider,2
3894,3241,"Union[A, List[A]]",2
3895,123,"""""""Optional[Future[None]]""""""",2
3896,3630,crypto.SupportedHashes,2
3897,3631,csv.Dialect,2
3898,3251,"Union[AsyncIterable[V], Iterable[V]]",2
3899,3247,"Union[ArrayLike, bool]",2
3900,3633,ctypes.POINTER(xlclass.XLcanRxEvent),2
3901,3634,ctypes.POINTER(xlclass.XLevent),2
3902,127,"""""""Optional[Set[T]]""""""",2
3903,3246,"Union[Application, Awaitable[Application]]",2
