,enc,type,count
1686,3714,isort.Config,5
1687,1231,Iterable[A],5
1688,2366,Optional[object],5
1689,2989,TrainDatasets,5
1690,696,DMMembersT,5
1691,317,AnyArrayLike,5
1692,2166,Optional[Profile],5
1693,2619,RemoteZulipServer,5
1694,1228,Iterable['_Node'],5
1695,3286,"Union[List, np.ndarray, Lattice]",5
1696,2732,SemanticTypeNode,5
1697,1008,FilteredDBQuery,5
1698,2158,Optional[PaymentWithFeeAmount],5
1699,3715,istr,5
1700,1732,LoginFlow,5
1701,3579,ast.Name,5
1702,2186,Optional[SecretsStore],5
1703,3947,"typing.List[typing.Tuple[str, str]]",5
1704,2624,RepoInterface,5
1705,2945,TestBlock,5
1706,17,"""""""BaseRunner""""""",5
1707,376,Awaitable[None],5
1708,1757,"Mapping[base.OutputKey, Union[Series, np.ndarray]]",5
1709,964,Executor,5
1710,18,"""""""Batch""""""",5
1711,965,ExistingAnnotationStrategy,5
1712,498,"Callable[..., int]",5
1713,2943,TensorboardStatus,5
1714,3240,"Union['pyarrow.Array', 'pyarrow.ChunkedArray']",5
1715,3593,asyncio.Future,5
1716,1391,List[APIServer],5
1717,2324,Optional[asyncio.Future],5
1718,20,"""""""Block""""""",5
1719,3590,ast.withitem,5
1720,745,DeviceRegistry,5
1721,2203,Optional[Slice],5
1722,3250,"Union[AsyncIterable[Tuple[K, V]], Iterable[Tuple[K, V]]]",5
1723,3587,ast.comprehension,5
1724,3586,ast.cmpop,5
1725,1485,List[Item],5
1726,356,AsyncIterator[T_co],5
1727,506,"Callable[[Any], bool]",5
1728,26,"""""""CIMultiDictProxy[str]""""""",5
1729,1489,List[JsonDict],5
1730,786,"Dict[int, Dict[str, Any]]",5
1731,3263,"Union[ConfigType, Template]",5
1732,2936,TemplateWrapper,5
1733,29,"""""""CachedDataFrame""""""",5
1734,2349,Optional[flow.SamplingState],5
1735,2846,SnapshotID,5
1736,1723,LockedTransferUnsignedState,5
1737,3813,schemas.UserCreate,5
1738,3512,_Case,5
1739,2497,Preprocessing,5
1740,187,"""""""SingleBlockManager""""""",5
1741,68,"""""""Future[_T]""""""",5
1742,774,"Dict[Task, Dict[str, Any]]",5
1743,3792,pizone.Controller,5
1744,2691,SavedQuery,5
1745,2905,SynoApi,5
1746,595,ClassDef,5
1747,3438,ValidatorReturnType,5
1748,1913,Optional['Axes'],5
1749,3036,"Tuple[Hash32, JournalDBCheckpoint]",5
1750,3797,pv.VeraController,5
1751,3445,VarsDict,5
1752,590,ChannelT[T],5
1753,2516,Properties,5
1754,1953,Optional[BaseOffset],5
1755,2694,Scaler,5
1756,1151,HookFunction,5
1757,3812,schemas.ItemCreate,5
1758,3463,VizPayload,5
1759,2550,R,5
1760,1932,Optional['TaskNode'],5
1761,2500,Priority,5
1762,1164,IOBase,5
1763,3783,par.Parameter,5
1764,2537,QueryParamTypes,5
1765,1096,GraphQLNamedType,5
1766,1115,HTTPBasicCredentials,5
1767,1647,List[URL],5
1768,3460,Visitable,5
1769,3508,ZwaveDiscoveryInfo,5
1770,3459,VirtualMachineAPI,5
1771,3850,tf.Session,5
1772,3427,UserMessage,5
1773,3450,Verse,5
1774,1137,HassJob,5
1775,592,ChecksumType,5
1776,2856,SpecObject,5
1777,3496,XboxLiveClient,5
1778,2682,SAConn,5
1779,2527,PvmMigrationMapType,5
1780,3399,"Union[tf.keras.Model, 'keras.Model']",5
1781,3808,responses.RequestsMock,5
1782,2570,RawConfig,5
1783,2553,RNode,5
1784,3466,Vowel,5
1785,1317,JSONResponse,5
1786,2004,Optional[DeviceEntry],5
1787,3397,"Union[tf.Tensor, Any]",5
1788,2678,RunStatus,5
1789,1345,LabelingFunction,5
1790,3475,WerkzeugResponse,5
1791,1660,List[VT],5
1792,1125,HaRequests,5
1793,196,"""""""StateAPI""""""",5
1794,3774,ondisk.Blockptr,5
1795,2598,RecoverCallback,5
1796,80,"""""""Heartbeat""""""",5
1797,3474,WebSocketHandler,5
1798,2903,SurePetcareAPI,5
1799,3804,redis.ConnectionPool,5
1800,2675,RunKinds,5
1801,2575,RawUnreadMessagesResult,5
1802,2546,QueueID,5
1803,1148,HomeAssistantView,4
1804,332,AppChannels,4
1805,3100,"Tuple[ep.Tensor, Tuple[ep.Tensor, ep.Tensor]]",4
1806,2633,RequestFiles,4
1807,522,"Callable[[Dict[str, Any]], None]",4
1808,3557,ap.ObjectType,4
1809,2164,Optional[PreviousState],4
1810,3093,"Tuple[bytes, bool]",4
1811,2695,Schedule,4
1812,3091,"Tuple[bytearray, bytearray]",4
1813,2735,SendLockedTransfer,4
1814,3978,utils.SendLockedTransferInNode,4
1815,1120,HTTPHeaders,4
1816,3491,Writer,4
1817,3490,WriteBack,4
1818,2673,RunConfig,4
1819,3611,client.HyperionClient,4
1820,411,BaseQuery,4
1821,193,"""""""Span""""""",4
1822,1083,GitterDataT,4
1823,1004,FilePathOrBuffer[AnyStr],4
1824,2171,Optional[RTCSessionDescription],4
1825,3136,"Tuple[str, str, str, str]",4
1826,2672,Run,4
1827,644,ConnectionToServerFailed,4
1828,1952,Optional[BaseLoader],4
1829,407,BasePackage,4
1830,1505,List[List],4
1831,3784,parse.ParsedContent,4
1832,2985,TrackStates,4
1833,3937,typing.Iterator[typing.Any],4
1834,2986,TrackedObjectType,4
1835,2162,Optional[Popen],4
1836,1983,Optional[ConfigEntry],4
1837,2587,ReceiveTransferRefund,4
1838,306,Addon,4
1839,304,AddedMPIMsT,4
1840,208,"""""""TransactionModel""""""",4
1841,1982,Optional[Condition],4
1842,2669,RowProxy,4
1843,1630,"List[Tuple[bytes, bytes]]",4
1844,720,DatetimeLikeArrayT,4
1845,528,"Callable[[HTTPResponse], None]",4
1846,811,"Dict[str, DataUpdateCoordinator]",4
1847,300,ActorT,4
1848,660,ContractReceiveChannelClosed,4
1849,152,"""""""ProxyManager""""""",4
1850,206,"""""""Transaction""""""",4
1851,297,ActionInitTarget,4
1852,295,ActionInitInitiator,4
1853,2389,Optional[vol.Schema],4
1854,562,"Callable[[str], None]",4
1855,1684,List[datetime],4
1856,643,ConnectionKey,4
1857,1524,List[Optional[constrained.RawConstraintList]],4
1858,1525,List[Optional[float]],4
1859,3925,types.Help,4
1860,2528,PyLinter,4
1861,291,Account,4
1862,2616,RemoteResult,4
1863,1934,Optional['User'],4
1864,3439,Validator[ResultT],4
1865,3087,"Tuple[bool, bool]",4
1866,2154,Optional[ParsedMacro],4
1867,1117,HTTPError,4
1868,2369,Optional[requests.Response],4
1869,3847,terminal.TableDataT,4
1870,3796,project.Project,4
1871,2873,StepPrinter,4
1872,652,Contact,4
1873,2584,ReceiveSecretRequest,4
1874,1512,List[Metric],4
1875,2374,Optional[tokenize.TokenInfo],4
1876,1176,IStrategy,4
1877,3487,WorkflowSubmitMocks,4
1878,3652,distribution.Distribution,4
1879,3386,"Union[str, bool]",4
1880,3290,"Union[List[str], str]",4
1881,943,EthClient,4
1882,2153,Optional[ParseResult],4
1883,3852,tf.TensorShape,4
1884,2574,RawRequestMessage,4
1885,2992,TransactionBackend,4
1886,1666,List[Vocab],4
1887,1517,List[NL],4
1888,3552,annotation,4
1889,1978,Optional[CodecArg],4
1890,808,"Dict[str, CatalogTable]",4
1891,488,"Callable[..., Awaitable[Any]]",4
1892,1375,List['Index'],4
1893,108,"""""""ModelConfigData""""""",4
1894,3692,httpcore.SyncHTTPTransport,4
1895,2176,Optional[Resolver],4
1896,1460,List[ElementHandle],4
1897,576,CategoryType,4
1898,1394,List[AbstractRoute],4
1899,3238,"Union['Units', List['Point2'], Set['Point2']]",4
1900,1819,ModelDefaults,4
1901,3679,frozenset,4
1902,2551,RGBA,4
1903,2314,Optional[_ModelArg],4
1904,3124,"Tuple[np.ndarray, int]",4
1905,3956,typing.Sequence[Message],4
1906,2316,Optional[_RuleList],4
1907,391,BalanceProofUnsignedState,4
1908,501,"Callable[[Any, Any], Any]",4
1909,2320,Optional[ahocorasick.Automaton],4
1910,1138,HeaderTypes,4
1911,3424,UserHandler,4
1912,2950,TestSuite,4
1913,3242,"Union[Any, List[Any], Tuple, List[Tuple]]",4
1914,1962,"Optional[Callable[[Any], JSONSerializable]]",4
1915,1239,"Iterable[Dict[str, Any]]",4
1916,1390,List['transaction_model.TransactionModel'],4
1917,2304,Optional[UserDepositAddress],4
1918,1304,"Iterator[Tuple[Any, Any]]",4
1919,2208,Optional[StateChangeRecord],4
1920,3480,WithingsAttribute,4
1921,362,Attachment,4
1922,3122,Tuple[int],4
1923,2685,ST,4
1924,3958,typing.Sequence[typing.Callable],4
1925,3422,UserDepositAddress,4
1926,2329,Optional[bool_t],4
1927,3959,"typing.Tuple[Match, Scope]",4
1928,1166,IOStream,4
1929,1958,Optional[BytesIO],4
1930,3417,UrlDispatcher,4
1931,3420,UserCreationMocks,4
1932,182,"""""""Session""""""",4
1933,3961,"typing.Tuple[typing.Text, typing.Text]",4
1934,3671,fbn.models.base.T,4
1935,1466,List[EvalType],4
1936,2752,SequenceField,4
1937,1652,"List[Union[Series, Tuple]]",4
1938,1824,ModelStatusMocks,4
1939,1167,IOU,4
1940,1470,List[ExternalAuthMethodDictT],4
1941,2308,Optional[ValueType],4
1942,379,Awaitable[_T],4
1943,2226,Optional[TestResult],4
1944,1464,List[EpochCallback],4
1945,3131,"Tuple[str, Optional[str]]",4
1946,1168,IO[Any],4
1947,3219,UncurriedLearnerFnType,4
1948,146,"""""""Pointlike""""""",4
1949,2221,Optional[Template],4
1950,2690,SaveIntermediaryFnType,4
1951,3965,"typing.Union[DatabaseURL, str]",4
1952,2802,ServiceRegistry,4
1953,796,"Dict[int, float]",4
1954,577,CcxtModuleType,4
1955,2745,SensorT,4
1956,24,"""""""BrowserContext""""""",4
1957,403,BaseMaskedArrayT,4
1958,3035,"Tuple[Hash32, ...]",4
1959,2189,Optional[SendMessageRequest],4
1960,3484,WorkflowCancelMocks,4
1961,3109,"Tuple[int, Callable]",4
1962,3428,UserMeta,4
1963,3401,"Union[torch.Tensor, Tuple[float, float]]",4
1964,3208,Type[_DefinedType],4
1965,3973,ulid.api.api.Api,4
1966,655,ContextManager,4
1967,1495,List[List[Any]],4
1968,2888,StreamingHttpResponse,4
1969,345,Array,4
1970,3659,entity_registry.RegistryEntry,4
1971,3269,"Union[DeviceEntry, DeletedDeviceEntry]",4
1972,3690,httpcore.AsyncHTTPTransport,4
1973,3400,"Union[tf.keras.models.Model, 'keras.models.Model']",4
1974,1822,ModelOptions,4
1975,1658,List[User],4
1976,699,DataArray,4
1977,3203,Type[View],4
1978,2543,QuerySet[MODEL],4
1979,769,"Dict[PrivateKey, int]",4
1980,2542,QuerySetSingle[Optional[MODEL]],4
1981,3941,typing.List[Response],4
1982,2358,Optional[models.User],4
1983,2758,Sequence[Block],4
1984,1843,"MutableMapping[str, int]",4
1985,3486,WorkflowLogsMocks,4
1986,117,"""""""Number""""""",4
1987,2881,StreamFunc,4
1988,3481,Word,4
1989,1274,"Iterable[Tuple[str, str]]",4
1990,3952,typing.Optional[int],4
1991,955,EventT[T],4
1992,3408,UniqueID,4
1993,2788,Sequence[tokenize.TokenInfo],4
1994,2202,Optional[Signature],4
1995,3482,WorkQueue,4
1996,3589,ast.operator,4
1997,1836,MultiHeadLoopState,4
1998,2632,RequestData,4
1999,3407,"Union[web.Response, web.StreamResponse]",4
2000,3832,state.State,4
2001,1133,HasQuoting,4
2002,3255,"Union[Callable, tf.keras.Model, 'keras.Model']",4
2003,2197,Optional[Session],4
2004,743,DeviceEntry,4
2005,93,"""""""L1Headers""""""",4
2006,620,CompileResultNode,4
2007,744,DeviceInfo,4
2008,2692,SavedState,4
2009,2340,Optional[datetime.timedelta],4
2010,3258,"Union[ChannelT, str]",4
2011,202,"""""""TableModelView""""""",4
2012,1763,"Mapping[str, Mapping[TP, int]]",4
2013,3404,"Union[torch.Tensor, float, Tuple[float, float]]",4
2014,2547,QueueIdentifier,4
2015,575,Categorical,4
2016,28,"""""""Cache""""""",4
2017,3501,ZhaDeviceEntry,4
2018,3794,prefect.Flow,4
2019,3532,_Resolve,4
2020,2481,PooledClient,4
2021,1615,List[TransferPath],4
2022,3318,"Union[UnitTypeId, Set[UnitTypeId], List[UnitTypeId], Dict[UnitTypeId, Any]]",4
2023,3621,config_entry_oauth2_flow.OAuth2Session,4
2024,1786,MemberMetadataMapping,4
2025,3910,"tp.Tuple[tp.Any, ...]",4
2026,3167,Type[BaseAction],4
2027,2857,SpeechMetadata,4
2028,3319,"Union[UserProfile, AnonymousUser]",4
2029,667,ContractSendEvent,4
2030,1714,List[zha_typing.ChannelType],4
2031,2680,RuntimeEntryData,4
2032,1062,GasPrice,4
2033,3458,Violation,4
2034,1890,OZWNode,4
2035,1064,GeneralState,4
2036,2908,T2,4
2037,1356,LightMockData,4
2038,3884,tp.Hashable,4
2039,3322,"Union[ast.AST, ast3.AST, ast27.AST]",4
2040,2482,Port,4
2041,2839,Sized,4
2042,226,"""""""ValidatorListDict""""""",4
2043,249,"""""""ks.Series[np.datetime64]""""""",4
2044,725,Decoder,4
2045,3323,"Union[bool, ImportKey]",4
2046,3881,"tp.Dict[str, np.ndarray]",4
2047,2445,PaymentCardBrand,4
2048,2,"""""""APIKeyModel""""""",4
2049,261,"""""""prefect.core.flow.Flow""""""",4
2050,2912,TPOffsetDict,4
2051,3452,VersionedSecret,4
2052,1188,InboxEventId,4
2053,2907,T1,4
2054,443,BlockData,4
2055,1350,Lazy[ConstructedObject],4
2056,2568,Range[StateChangeID],4
2057,220,"""""""Union[futures.Future[_T], Future[_T]]""""""",4
2058,3314,"Union[Type[CacheBackendT], str]",4
2059,170,"""""""Response""""""",4
2060,57,"""""""EmailScheduleView""""""",4
2061,3468,WSMessage,4
2062,1781,MediationFeeConfig,4
2063,2437,PathSet,4
2064,3012,TransitionResult[Optional[TargetTransferState]],4
2065,1191,IndexKeyFunc,4
2066,1057,GPCopulaDataset,4
2067,2590,ReceiveWithdrawExpired,4
2068,2916,TProtocolBase,4
2069,3371,"Union[shap_utils.Data, pd.DataFrame, np.ndarray, sparse.spmatrix]",4
2070,559,"Callable[[np.ndarray, np.ndarray], float]",4
2071,2087,Optional[Leaf],4
2072,1592,List[TP],4
2073,2721,Segment,4
2074,3042,"Tuple[List[str], List[str]]",4
2075,2013,"Optional[Dict[str, DataType]]",4
2076,3348,"Union[int, Dict[str, int]]",4
2077,1074,GenericVTSandbox,4
2078,914,ENUM_T,4
2079,1091,GraphQLEnumType,4
2080,457,BlockingChannel,4
2081,611,CodecT,4
2082,2842,SlicingFunction,4
2083,2592,Recipe,4
2084,3998,zha_typing.ZigpyClusterType,4
2085,2718,SecretsStore,4
2086,1089,GraphMemberNode,4
2087,3020,"Tuple['NFAState', 'NFAState']",4
2088,641,ConjectureData,4
2089,3155,Type['Dataclass'],4
2090,2467,PluginManager,4
2091,3803,raven.Client,4
2092,3802,range,4
2093,229,"""""""WaitTask""""""",4
2094,230,"""""""Web""""""",4
2095,2852,SpacyPreprocessorParameters,4
2096,3339,"Union[float, List[float]]",4
2097,2018,"Optional[Dict[str, bytes]]",4
2098,679,Covariance,4
2099,761,"Dict[Hashable, np.ndarray]",4
2100,671,CookieTypes,4
2101,2676,RunMode,4
2102,1598,List[Task],4
2103,1420,List[ChannelID],4
2104,3524,_Message,4
2105,3024,"Tuple[Any, Any]",4
2106,1195,InferenceDataLoader,4
2107,3325,"Union[bool, Sequence[str]]",4
2108,2591,ReceiveWithdrawRequest,4
2109,1893,ObjectTypes,4
2110,1557,List[RunKinds],4
2111,1606,List[TimestampedEvent],4
2112,3328,"Union[bool, int, str]",4
2113,910,DummySnapshotSource,4
2114,2773,Sequence[Message],4
2115,3330,"Union[bool, np.ndarray]",4
2116,88,"""""""IntervalIndex""""""",4
2117,3461,VisitableSchemaType,4
2118,607,CloudPreferences,4
2119,1253,Iterable[Path],4
2120,3333,"Union[bytearray, List[int]]",4
2121,2595,RecordMap,4
2122,3334,"Union[bytearray, memoryview]",4
2123,1776,MatrixSyncMessages,4
2124,2461,PgenGrammar,4
2125,3342,"Union[float, int, torch.Tensor]",4
2126,1298,Iterator[Line],4
2127,243,"""""""file_keys_type""""""",4
2128,1562,List[Scalar],4
2129,3636,ctypes.c_int,4
2130,1093,GraphQLError,4
2131,265,"""""""queue_dict""""""",4
2132,2589,ReceiveWithdrawConfirmation,4
2133,1426,List[ColumnElement],4
2134,3542,_ZoneFreezeContext,4
2135,2129,Optional[Mapping],4
2136,1182,Image.Image,4
2137,1910,OptionalType[T],4
2138,552,"Callable[[], int]",4
2139,3146,"Tuple[torch.Tensor, torch.Tensor, torch.Tensor]",4
2140,3545,_config.Config,4
2141,3353,"Union[int, Tuple[int], List[int]]",4
2142,621,Component,4
2143,40,"""""""ComputationAPI""""""",4
2144,1864,NetworkState,4
2145,2613,RemoteExecutionResult,4
2146,538,"Callable[[Manifest], Any]",4
2147,1582,List[SockeyeModel],4
2148,3541,_Yieldable,4
2149,155,"""""""Quantile""""""",4
2150,2870,Stateful,4
2151,172,"""""""Result""""""",4
2152,2410,ParamDict,4
2153,3069,"Tuple[Tuple[TokenAddress, ProportionalFeeAmount], ...]",4
2154,157,"""""""QuerySet""""""",4
2155,3919,transforms.Transform,4
2156,3990,x509.Certificate,4
2157,3616,config.EndpointConfiguration,4
2158,1797,MetaKey,4
2159,283,AbstractOAuth2Implementation,4
2160,2403,PFSInfo,4
2161,2894,Subscriber,4
2162,3359,"Union[int, np.ndarray]",4
2163,2615,RemoteMethodFlags,4
2164,2492,Postprocessor,4
2165,1986,Optional[ContextConfig],4
2166,3780,os.stat_result,4
2167,3298,"Union[None, str, _ArgDefaultMarker]",4
2168,1857,NautaPlatformConfig,4
2169,3299,"Union[None, str, bytes]",4
2170,1434,List[DataArray],4
2171,211,"""""""Transport""""""",4
2172,6,"""""""Any""""""",4
2173,673,CopartitionedAssignment,4
2174,2780,"Sequence[Tuple[str, Any]]",4
2175,3922,types.AnyAssign,4
2176,3302,"Union[Optional[str], Literal[False]]",4
2177,3862,torch.ByteTensor,4
2178,2525,PurePosixPath,4
2179,3044,"Tuple[Optional[Message], bool]",4
2180,617,ColumnClause,4
2181,135,"""""""ParallelDataSet""""""",4
2182,2653,"ResultWithFamily[Tuple[str, Optional[str]]]",4
2183,1530,List[PackageRepository],4
2184,2287,"Optional[Union[int, float]]",4
2185,1799,Metadata,4
2186,3503,ZhaGroupType,4
2187,927,EndpointConfiguration,4
2188,2674,RunHookType,4
2189,3002,TransformerLayer,4
2190,1778,MatrixTransportConfig,4
2191,1370,List['DictDataLoader'],4
2192,3448,VerifyMocks,4
2193,3729,lxml.html.HtmlElement,4
2194,438,BinaryInfo,4
2195,3509,ZwaveNode,4
2196,924,EncoderProjection,4
2197,2269,"Optional[Union[Real, str]]",4
2198,2292,"Optional[Union[str, Iterable]]",4
2199,2599,RecoveryStatsMapping,4
2200,3731,mark_safe,4
2201,1047,FrozenSet[str],4
2202,1339,Keyboard,4
2203,3157,Type['Payload'],4
2204,2271,"Optional[Union[SetIntStr, DictIntStrAny]]",4
2205,3741,model.ModelConfig,4
2206,3644,datatypes.PrivateKey,4
2207,174,"""""""Rule""""""",4
2208,2430,ParserRef,4
2209,3026,"Tuple[Any, SamplingState]",4
2210,1278,Iterable[VT],4
2211,2569,RateLimitedTestObject,4
2212,3913,"tp.Union[bool, float]",4
2213,1720,LockedTransfer,4
2214,600,ClientAssignmentMapping,4
2215,3150,TypeDict,4
2216,3504,ZigpyEndpointType,4
2217,3916,transaction_model.TransactionModel,4
2218,2039,Optional[ExecutionContext],4
2219,90,"""""""JSHandle""""""",4
2220,3179,Type[Enum],4
2221,1796,MetaData,4
2222,2413,Parameters,4
2223,550,"Callable[[], bytes]",4
2224,1534,List[ParsedURL],4
2225,3022,"Tuple[AbstractTensor, ...]",4
2226,3178,Type[DatetimeLikeArrayT],4
2227,3915,"tp.Union[tp.ArrayLike, float]",4
2228,275,ACTION_FUNC,4
2229,1040,FreeboxRouter,4
2230,2521,Proxy,4
2231,2486,Position,4
2232,216,"""""""Type[Signals]""""""",4
2233,215,"""""""Type[Signal]""""""",4
2234,1995,Optional[DataBatch],4
2235,1911,Optional['Alert'],4
2236,3772,nx.MultiDiGraph,4
2237,3506,Zone,4
2238,2753,Sequence['UserProfile'],3
2239,623,ComponentName,3
2240,2960,TimeFeature,3
2241,470,ByteString,3
2242,737,DeploymentAddresses,3
2243,712,DatabasePath,3
2244,2565,RainbirdController,3
2245,2948,TestExecution,3
2246,2961,TimeRange,3
2247,2898,SupersetError,3
2248,727,DecoderHistories,3
2249,2557,Race,3
2250,2791,Serializer,3
2251,906,DruidMetric,3
2252,2771,Sequence[Key],3
2253,2972,TokenList,3
2254,624,Composable,3
2255,3032,"Tuple[Dict[str, float], pd.DataFrame]",3
2256,2966,Timestamp,3
2257,2967,TimestampExpression,3
2258,651,ConsumerThread,3
2259,649,ConsumerProtocolMemberMetadata,3
2260,3148,TxParams,3
2261,481,CallTraceLogger,3
2262,2778,Sequence[Snapshot],3
2263,803,"Dict[str, Address]",3
2264,645,ConsensusContextAPI,3
2265,2681,RxWindow,3
2266,3140,"Tuple[tf.Tensor, AttentionLoopState]",3
2267,487,"Callable[..., ArrayLike]",3
2268,586,ChangesetDict,3
2269,2768,Sequence[Iterable],3
2270,802,"Dict[str, AbstractDataSet]",3
2271,2635,RequestInfo,3
2272,2296,"Optional[Union[str, Sequence[str]]]",3
2273,2558,RaidenAPI,3
2274,2573,RawParallelDatasetLoader,3
2275,647,Consumer,3
2276,2965,TimeoutManager,3
2277,2957,ThrowableQueue,3
2278,2301,Optional[UnitTypeId],3
2279,2289,"Optional[Union[int, torch.device]]",3
2280,726,DecoderFeedables,3
2281,2562,RaidenDBVersion,3
2282,2902,SupportsInt,3
2283,905,DruidDatasource,3
2284,2951,Testable,3
2285,2785,Sequence[float],3
2286,2302,Optional[Unit],3
2287,2561,RaidenContractFilter,3
2288,3154,Type['BaseModel'],3
2289,3133,"Tuple[str, float]",3
2290,798,"Dict[int, pd.DataFrame]",3
2291,2756,Sequence[BlockHeaderAPI],3
2292,2887,Stream[int],3
2293,900,DriveRequests,3
2294,2762,Sequence[ErrorList],3
2295,591,Checksum,3
2296,2772,Sequence[MemoryNode],3
2297,2963,TimedeltaIndex,3
2298,2300,"Optional[Union[torch.Tensor, Tuple[float, float]]]",3
2299,491,"Callable[..., Dict[str, Any]]",3
2300,490,"Callable[..., CommandReturns]",3
2301,2295,"Optional[Union[str, PathLike]]",3
2302,2848,SockeyeModel,3
2303,2688,Sampler,3
2304,2918,TableColumn,3
2305,788,"Dict[int, Dict[str, str]]",3
2306,2421,ParsedHookNode,3
2307,666,ContractReceiveUpdateTransfer,3
2308,601,ClientAuthConfigEnum,3
2309,844,"Dict[str, ModuleStub]",3
2310,843,"Dict[str, ModelField]",3
2311,3054,"Tuple[Task, ...]",3
2312,2425,ParsedQuery,3
2313,2426,ParsedRPCNode,3
2314,2921,TableManagerT,3
2315,3008,TransitionResult[Optional[InitiatorPaymentState]],3
2316,879,"Dict[str, pd.DataFrame]",3
2317,542,"Callable[[Room], None]",3
2318,2860,SqlMetric,3
2319,560,"Callable[[str, Address], None]",3
2320,638,Configuration,3
2321,3053,"Tuple[Stream, Optional[Subscription]]",3
2322,2723,SelectionCriteria,3
2323,3010,TransitionResult[Optional[MediatorTransferState]],3
2324,3011,TransitionResult[Optional[NettingChannelState]],3
2325,640,ConfiguredBlockType,3
2326,543,"Callable[[T], T]",3
2327,3060,Tuple[Tensor],3
2328,2419,ParsedDocumentation,3
2329,3001,TransformerEncoder,3
2330,2655,RetryPolicy,3
2331,2654,Results,3
2332,3040,"Tuple[List[Stream], List[Stream]]",3
2333,535,"Callable[[List[ObjKT]], Iterable[ItemT]]",3
2334,2826,SeverityLevel,3
2335,663,ContractReceiveChannelSettled,3
2336,3073,"Tuple[Type[Any], ...]",3
2337,536,"Callable[[List[str]], List[str]]",3
2338,635,ConfigNamespace,3
2339,3072,"Tuple[Type, ...]",3
2340,2407,PageArg,3
2341,539,"Callable[[MatrixSyncMessages], bool]",3
2342,636,ConfigSource,3
2343,2611,RemoteCompileResult,3
2344,686,CtasMethod,3
2345,816,"Dict[str, Dict[str, Dict[str, Any]]]",3
2346,3067,"Tuple[Tuple[Hash32, ...], Tuple[Hash32, ...]]",3
2347,2523,PublicKey,3
2348,664,ContractReceiveChannelWithdraw,3
2349,2699,Schema,3
2350,541,"Callable[[ObjKT], str]",3
2351,3000,Transformer,3
2352,3013,TransitionResult[TargetTransferState],3
2353,603,ClientMetadata,3
2354,2915,TProcessor,3
2355,2466,PlayMedia,3
2356,832,"Dict[str, JSONSerializable]",3
2357,2854,SparkSession,3
2358,789,"Dict[int, List[int]]",3
2359,2851,SpacyPreprocessor,3
2360,3049,"Tuple[Optional[str], bool]",3
2361,3048,"Tuple[Optional[str], Optional[str]]",3
2362,759,"Dict[Hash32, bytes]",3
2363,824,"Dict[str, DruidMetric]",3
2364,675,CorpusReader,3
2365,2958,TicketDict,3
2366,606,Cloud,3
2367,3021,"Tuple['Tensor', 'Tensor']",3
2368,2601,RecurrentEncoder,3
2369,549,"Callable[[], UserDeposit]",3
2370,2909,TFEVariable,3
2371,2494,PredictFnType,3
2372,551,"Callable[[], float]",3
2373,2845,SnapshotHelper,3
2374,826,"Dict[str, HeaderParams]",3
2375,553,"Callable[[], str]",3
2376,3043,"Tuple[Optional[MediationPairState], List[Event]]",3
2377,2498,PreregistrationUser,3
2378,2843,SmartDevices,3
2379,557,"Callable[[int], bool]",3
2380,609,CodeType,3
2381,764,"Dict[KeyType, Any]",3
2382,2505,Processor[T],3
2383,544,"Callable[[TestFunc], TestFunc]",3
2384,615,Collection[LeafID],3
2385,669,ControllerConfig,3
2386,2453,Period,3
2387,3018,TuningLearnerFnType,3
2388,762,"Dict[K, V]",3
2389,2459,Person,3
2390,2719,SecurityScopes,3
2391,2499,PrimitiveDict,3
2392,2460,PerturbFnType,3
2393,3052,"Tuple[ReceiptAPI, ...]",3
2394,2462,PiecewiseLinear,3
2395,556,"Callable[[int, float], bool]",3
2396,2855,SparseArrayT,3
2397,3051,"Tuple[Process, File, RegistryKey]",3
2398,2662,RoomID,3
2399,2465,PlainTextFileReader,3
2400,612,CoercionMapping,3
2401,821,"Dict[str, Dict[str, torch.Tensor]]",3
2402,2825,SetupFlow,3
2403,662,ContractReceiveChannelNew,3
2404,2997,TransactionSent,3
2405,2809,Set[Address],3
2406,2940,TensorFlowManager,3
2407,2335,Optional[concurrent.futures.Executor],3
2408,507,"Callable[[Any], datetime]",3
2409,2741,SendUnlock,3
2410,511,"Callable[[BlockHeaderAPI, int], int]",3
2411,2622,ReplyPromise,3
2412,2549,QueueMessage,3
2413,2346,Optional[ep.Tensor],3
2414,2811,Set[Feedable],3
2415,515,"Callable[[Callable[..., HttpResponse]], Callable[..., HttpResponse]]",3
2416,2350,Optional[httpclient.AsyncHTTPClient],3
2417,2351,Optional[httputil.HTTPMessageDelegate],3
2418,2981,TraceSpanObserver,3
2419,2353,Optional[lexicon.TopKLexicon],3
2420,2982,TracebackException,3
2421,2739,SendSecretRequest,3
2422,3029,"Tuple[Callable[[int], List[float]], Callable[[int], List[float]]]",3
2423,2738,SendRefundTransfer,3
2424,2355,Optional[logging.Logger],3
2425,3104,"Tuple[fbn.Model, ep.Tensor, ep.Tensor]",3
2426,2878,StrBytes,3
2427,707,DataPoints,3
2428,3117,"Tuple[int, int, int, int]",3
2429,2930,TaskManagerProtocol,3
2430,2808,Set['Table'],3
2431,3129,"Tuple[str, List[List]]",3
2432,2797,ServerSpan,3
2433,3128,"Tuple[str, Dict[str, str]]",3
2434,3034,"Tuple[DtypeObj, Any]",3
2435,626,Compression,3
